city,city_ascii,state_id,state_name,county_fips,county_name,county_fips_all,county_name_all,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
Lynd,Lynd,MN,Minnesota,27083,Lyon,27083,Lyon,44.3973,-95.8812,461,142,polygon,FALSE,TRUE,America/Chicago,3,56157,1840042659
Chandler,Chandler,MN,Minnesota,27101,Murray,27101,Murray,43.9306,-95.9512,251,122,polygon,FALSE,TRUE,America/Chicago,3,56122,1840042196
Cokato,Cokato,MN,Minnesota,27171,Wright,27171,Wright,45.0771,-94.1879,4314,686,polygon,FALSE,TRUE,America/Chicago,3,55321,1840042227
Fifty Lakes,Fifty Lakes,MN,Minnesota,27035,Crow Wing,27035,Crow Wing,46.7618,-94.0897,403,5,polygon,FALSE,TRUE,America/Chicago,3,56448,1840042366
Lake Shore,Lake Shore,MN,Minnesota,27021,Cass,27021,Cass,46.504,-94.3635,1046,31,polygon,FALSE,TRUE,America/Chicago,3,56468,1840042600
Dawson,Dawson,MN,Minnesota,27073,Lac qui Parle,27073,Lac qui Parle,44.9289,-96.0504,1410,380,polygon,FALSE,TRUE,America/Chicago,3,56232,1840042269
Mahtomedi,Mahtomedi,MN,Minnesota,27163,Washington,27163,Washington,45.0619,-92.966,8191,915,polygon,FALSE,TRUE,America/Chicago,3,55110 55115,1840042667
Buckman,Buckman,MN,Minnesota,27097,Morrison,27097,Morrison,45.8973,-94.094,271,103,polygon,FALSE,TRUE,America/Chicago,3,56364 56317,1840042159
Walters,Walters,MN,Minnesota,27043,Faribault,27043,Faribault,43.6049,-93.6743,67,129,polygon,FALSE,TRUE,America/Chicago,3,56097,1840043105
Sargeant,Sargeant,MN,Minnesota,27099,Mower,27099,Mower,43.8057,-92.8006,61,27,polygon,FALSE,TRUE,America/Chicago,3,55973,1840042980
Orono,Orono,MN,Minnesota,27053,Hennepin,27053,Hennepin,44.9644,-93.5909,8147,197,polygon,FALSE,TRUE,America/Chicago,3,55384 55391 55356 55323,1840042808
Starbuck,Starbuck,MN,Minnesota,27121,Pope,27121,Pope,45.6121,-95.5333,1253,301,polygon,FALSE,TRUE,America/Chicago,3,56381,1840043029
Eitzen,Eitzen,MN,Minnesota,27055,Houston,27055,Houston,43.508,-91.4636,252,159,polygon,FALSE,TRUE,America/Chicago,3,55931,1840042325
Corcoran,Corcoran,MN,Minnesota,27053,Hennepin,27053,Hennepin,45.1089,-93.5837,5912,63,polygon,FALSE,TRUE,America/Chicago,3,55340 55374 55357,1840042239
Arden Hills,Arden Hills,MN,Minnesota,27123,Ramsey,27123,Ramsey,45.0722,-93.1671,10362,469,polygon,FALSE,TRUE,America/Chicago,3,55112,1840042047
Minneota,Minneota,MN,Minnesota,27083,Lyon,27083,Lyon,44.5626,-95.9827,1371,364,polygon,FALSE,TRUE,America/Chicago,3,56264,1840042723
Montrose,Montrose,MN,Minnesota,27171,Wright,27171,Wright,45.0668,-93.9206,4974,402,polygon,FALSE,TRUE,America/Chicago,3,55363,1840042734
Lakeland,Lakeland,MN,Minnesota,27163,Washington,27163,Washington,44.9503,-92.77,1826,340,polygon,FALSE,TRUE,America/Chicago,3,55043,1840042603
Bayport,Bayport,MN,Minnesota,27163,Washington,27163,Washington,45.0152,-92.7789,3735,818,polygon,FALSE,TRUE,America/Chicago,3,55003,1840042079
Ortonville,Ortonville,MN,Minnesota,27011,Big Stone,27011,Big Stone,45.3017,-96.4415,1805,166,polygon,FALSE,TRUE,America/Chicago,3,56278,1840042810
